"No.","Time","Source","Destination","Protocol","Length","Time since previous frame in this TCP stream","Info"
"2784","0.000222","127.0.0.1","127.0.0.1","TCP","143","0.000049000","57187  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715820 TSecr=1426715820"
"2798","0.000183","127.0.0.1","127.0.0.1","TCP","143","0.000099000","57188  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715820 TSecr=1426715820"
"2810","0.000311","127.0.0.1","127.0.0.1","TCP","144","0.000167000","57190  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715821 TSecr=1426715820"
"2818","0.000223","127.0.0.1","127.0.0.1","TCP","144","0.000050000","57191  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715821 TSecr=1426715821"
"2821","0.000021","127.0.0.1","127.0.0.1","TCP","142","0.000607000","57189  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426715821 TSecr=1426715820"
"2840","0.000396","127.0.0.1","127.0.0.1","TCP","141","0.000232000","57192  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426715821 TSecr=1426715821"
"2850","0.000232","127.0.0.1","127.0.0.1","TCP","143","0.000047000","57194  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715821 TSecr=1426715821"
"2851","0.000001","127.0.0.1","127.0.0.1","TCP","143","0.000451000","57193  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715821 TSecr=1426715821"
"2870","0.000447","127.0.0.1","127.0.0.1","TCP","142","0.000272000","57196  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426715822 TSecr=1426715822"
"2874","0.000217","127.0.0.1","127.0.0.1","TCP","143","0.000485000","57195  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715822 TSecr=1426715822"
"2886","0.000294","127.0.0.1","127.0.0.1","TCP","143","0.000168000","57197  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715822 TSecr=1426715822"
"2892","0.000163","127.0.0.1","127.0.0.1","TCP","144","0.000325000","57198  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715822 TSecr=1426715822"
"2905","0.000336","127.0.0.1","127.0.0.1","TCP","144","0.000118000","57199  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715823 TSecr=1426715823"
"2914","0.000176","127.0.0.1","127.0.0.1","TCP","144","0.000173000","57200  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715823 TSecr=1426715823 [TCP segment of a reassembled PDU]"
"2917","0.000021","127.0.0.1","127.0.0.1","TCP","141","0.000084000","57201  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426715823 TSecr=1426715823"
"2930","0.000187","127.0.0.1","127.0.0.1","TCP","143","0.000030000","57203  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715823 TSecr=1426715823"
"2933","0.000015","127.0.0.1","127.0.0.1","TCP","143","0.000051000","57202  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715823 TSecr=1426715823 [TCP segment of a reassembled PDU]"
"2944","0.000165","127.0.0.1","127.0.0.1","TCP","142","0.000023000","57204  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426715823 TSecr=1426715823 [TCP segment of a reassembled PDU]"
"2954","0.000205","127.0.0.1","127.0.0.1","TCP","144","0.000063000","57205  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715824 TSecr=1426715824"
"2968","0.000272","127.0.0.1","127.0.0.1","TCP","143","0.000129000","57206  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715824 TSecr=1426715824"
"2980","0.000177","127.0.0.1","127.0.0.1","TCP","143","0.000159000","57207  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715824 TSecr=1426715824"
"2988","0.000123","127.0.0.1","127.0.0.1","TCP","142","0.000167000","57208  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426715824 TSecr=1426715824"
"3004","0.000451","127.0.0.1","127.0.0.1","TCP","144","0.000457000","57209  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715825 TSecr=1426715824"
"3014","0.000205","127.0.0.1","127.0.0.1","TCP","144","0.000036000","57210  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715825 TSecr=1426715825"
"3024","0.000196","127.0.0.1","127.0.0.1","TCP","141","0.000037000","57211  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426715825 TSecr=1426715825"
"3034","0.000214","127.0.0.1","127.0.0.1","TCP","143","0.000046000","57212  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426715825 TSecr=1426715825"
"3044","0.000188","127.0.0.1","127.0.0.1","TCP","144","0.000040000","57213  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715825 TSecr=1426715825"
"3054","0.000167","127.0.0.1","127.0.0.1","TCP","144","0.000046000","57214  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426715826 TSecr=1426715826"
"3064","0.000188","127.0.0.1","127.0.0.1","TCP","141","0.000031000","57215  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426715826 TSecr=1426715826"
"3078","12.975110","127.0.0.1","127.0.0.1","TCP","143","0.000152000","57217  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728744 TSecr=1426728744 [TCP segment of a reassembled PDU]"
"3088","0.000375","127.0.0.1","127.0.0.1","TCP","142","0.000070000","57218  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728744 TSecr=1426728744 [TCP segment of a reassembled PDU]"
"3098","0.000282","127.0.0.1","127.0.0.1","TCP","144","0.000052000","57219  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728745 TSecr=1426728745 [TCP segment of a reassembled PDU]"
"3110","0.000312","127.0.0.1","127.0.0.1","TCP","143","0.000112000","57220  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728745 TSecr=1426728745"
"3122","0.000297","127.0.0.1","127.0.0.1","TCP","143","0.000283000","57221  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728745 TSecr=1426728745"
"3127","0.000093","127.0.0.1","127.0.0.1","TCP","142","0.000191000","57222  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728745 TSecr=1426728745"
"3144","0.000276","127.0.0.1","127.0.0.1","TCP","144","0.000127000","57223  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728746 TSecr=1426728746"
"3148","0.000132","127.0.0.1","127.0.0.1","TCP","144","0.000252000","57224  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728746 TSecr=1426728746"
"3156","0.000200","127.0.0.1","127.0.0.1","TCP","144","0.000125000","57225  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728746 TSecr=1426728746"
"3167","0.000277","127.0.0.1","127.0.0.1","TCP","141","0.000107000","57226  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426728746 TSecr=1426728746"
"3178","0.000254","127.0.0.1","127.0.0.1","TCP","142","0.000142000","57227  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728747 TSecr=1426728746 [TCP segment of a reassembled PDU]"
"3181","0.000017","127.0.0.1","127.0.0.1","TCP","143","0.000044000","57228  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728747 TSecr=1426728747"
"3194","0.000278","127.0.0.1","127.0.0.1","TCP","143","0.000064000","57229  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728747 TSecr=1426728747 [TCP segment of a reassembled PDU]"
"3198","0.000042","127.0.0.1","127.0.0.1","TCP","143","0.000099000","57230  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728747 TSecr=1426728747"
"3214","0.000632","127.0.0.1","127.0.0.1","TCP","144","0.000460000","57232  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728748 TSecr=1426728747"
"3215","0.000007","127.0.0.1","127.0.0.1","TCP","142","0.000462000","57231  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728748 TSecr=1426728747 [TCP segment of a reassembled PDU]"
"3230","0.000286","127.0.0.1","127.0.0.1","TCP","143","0.000061000","57234  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728748 TSecr=1426728748 [TCP segment of a reassembled PDU]"
"3239","0.000157","127.0.0.1","127.0.0.1","TCP","144","0.000214000","57233  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728748 TSecr=1426728748"
"3244","0.000064","127.0.0.1","127.0.0.1","TCP","144","0.000063000","57235  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728748 TSecr=1426728748 [TCP segment of a reassembled PDU]"
"3256","0.000178","127.0.0.1","127.0.0.1","TCP","141","0.000063000","57236  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426728748 TSecr=1426728748"
"3266","0.000214","127.0.0.1","127.0.0.1","TCP","142","0.000266000","57237  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728748 TSecr=1426728748"
"3276","0.000212","127.0.0.1","127.0.0.1","TCP","143","0.000266000","57238  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728749 TSecr=1426728748"
"3287","0.000309","127.0.0.1","127.0.0.1","TCP","143","0.000354000","57239  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728749 TSecr=1426728749"
"3302","0.000383","127.0.0.1","127.0.0.1","TCP","142","0.000204000","57240  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728749 TSecr=1426728749"
"3312","0.000202","127.0.0.1","127.0.0.1","TCP","143","0.000048000","57241  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728750 TSecr=1426728749"
"3322","0.000268","127.0.0.1","127.0.0.1","TCP","144","0.000052000","57242  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426728750 TSecr=1426728750"
"3338","0.000713","127.0.0.1","127.0.0.1","TCP","142","0.000045000","57243  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728750 TSecr=1426728750 [TCP segment of a reassembled PDU]"
"3348","0.000201","127.0.0.1","127.0.0.1","TCP","143","0.000044000","57244  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728751 TSecr=1426728751 [TCP segment of a reassembled PDU]"
"3358","0.000220","127.0.0.1","127.0.0.1","TCP","142","0.000048000","57245  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728751 TSecr=1426728751 [TCP segment of a reassembled PDU]"
"3368","0.000205","127.0.0.1","127.0.0.1","TCP","143","0.000043000","57246  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728751 TSecr=1426728751 [TCP segment of a reassembled PDU]"
"3378","0.000195","127.0.0.1","127.0.0.1","TCP","142","0.000044000","57247  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728751 TSecr=1426728751"
"3388","0.000174","127.0.0.1","127.0.0.1","TCP","143","0.000028000","57248  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728751 TSecr=1426728751"
"3398","0.000182","127.0.0.1","127.0.0.1","TCP","142","0.000034000","57249  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426728752 TSecr=1426728752"
"3408","0.000230","127.0.0.1","127.0.0.1","TCP","143","0.000045000","57250  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426728752 TSecr=1426728752"
"3419","4.147004","127.0.0.1","127.0.0.1","TCP","143","0.000269000","57253  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732874 TSecr=1426732874 [TCP segment of a reassembled PDU]"
"3428","0.000211","127.0.0.1","127.0.0.1","TCP","142","0.000044000","57254  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732875 TSecr=1426732874 [TCP segment of a reassembled PDU]"
"3438","0.000196","127.0.0.1","127.0.0.1","TCP","144","0.000017000","57255  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732875 TSecr=1426732875 [TCP segment of a reassembled PDU]"
"3448","0.000219","127.0.0.1","127.0.0.1","TCP","143","0.000047000","57256  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732875 TSecr=1426732875 [TCP segment of a reassembled PDU]"
"3459","0.000264","127.0.0.1","127.0.0.1","TCP","143","0.000109000","57257  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732875 TSecr=1426732875"
"3472","0.000213","127.0.0.1","127.0.0.1","TCP","143","0.000186000","57258  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732875 TSecr=1426732875"
"3473","0.000010","127.0.0.1","127.0.0.1","TCP","142","0.000054000","57259  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732875 TSecr=1426732875"
"3490","0.000272","127.0.0.1","127.0.0.1","TCP","144","0.000061000","57260  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732876 TSecr=1426732876"
"3502","0.000213","127.0.0.1","127.0.0.1","TCP","144","0.000270000","57261  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732876 TSecr=1426732876"
"3514","0.000254","127.0.0.1","127.0.0.1","TCP","143","0.000305000","57262  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732876 TSecr=1426732876"
"3518","0.000030","127.0.0.1","127.0.0.1","TCP","144","0.000109000","57263  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732876 TSecr=1426732876"
"3526","0.000224","127.0.0.1","127.0.0.1","TCP","141","0.000045000","57264  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426732876 TSecr=1426732876"
"3538","0.000242","127.0.0.1","127.0.0.1","TCP","142","0.000077000","57265  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732877 TSecr=1426732877 [TCP segment of a reassembled PDU]"
"3546","0.000296","127.0.0.1","127.0.0.1","TCP","143","0.000048000","57267  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732877 TSecr=1426732877 [TCP segment of a reassembled PDU]"
"3547","0.000001","127.0.0.1","127.0.0.1","TCP","143","0.000371000","57266  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732877 TSecr=1426732877"
"3562","0.000270","127.0.0.1","127.0.0.1","TCP","142","0.000055000","57268  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732877 TSecr=1426732877 [TCP segment of a reassembled PDU]"
"3563","0.000002","127.0.0.1","127.0.0.1","TCP","143","0.000053000","57269  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732877 TSecr=1426732877"
"3578","0.000288","127.0.0.1","127.0.0.1","TCP","143","0.000050000","57270  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732877 TSecr=1426732877"
"3579","0.000001","127.0.0.1","127.0.0.1","TCP","143","0.000047000","57271  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732877 TSecr=1426732877 [TCP segment of a reassembled PDU]"
"3595","0.000236","127.0.0.1","127.0.0.1","TCP","144","0.000058000","57273  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732878 TSecr=1426732878"
"3606","0.000227","127.0.0.1","127.0.0.1","TCP","142","0.000281000","57272  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732878 TSecr=1426732878 [TCP segment of a reassembled PDU]"
"3613","0.000140","127.0.0.1","127.0.0.1","TCP","144","0.000222000","57274  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732878 TSecr=1426732878"
"3624","0.000181","127.0.0.1","127.0.0.1","TCP","142","0.000154000","57275  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732878 TSecr=1426732878"
"3634","0.000187","127.0.0.1","127.0.0.1","TCP","141","0.000238000","57276  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426732878 TSecr=1426732878"
"3644","0.000208","127.0.0.1","127.0.0.1","TCP","143","0.000243000","57277  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732879 TSecr=1426732878"
"3652","0.000142","127.0.0.1","127.0.0.1","TCP","143","0.000204000","57278  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732879 TSecr=1426732879"
"3664","0.000237","127.0.0.1","127.0.0.1","TCP","142","0.000221000","57279  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732879 TSecr=1426732879"
"3674","0.000171","127.0.0.1","127.0.0.1","TCP","143","0.000205000","57280  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732879 TSecr=1426732879"
"3686","0.000300","127.0.0.1","127.0.0.1","TCP","143","0.000339000","57281  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732879 TSecr=1426732879"
"3700","0.000383","127.0.0.1","127.0.0.1","TCP","142","0.000208000","57282  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1426732880 TSecr=1426732880"
"3714","0.000352","127.0.0.1","127.0.0.1","TCP","143","0.000150000","57283  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732880 TSecr=1426732880"
"3724","0.000249","127.0.0.1","127.0.0.1","TCP","144","0.000030000","57284  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732880 TSecr=1426732880"
"3736","0.000206","127.0.0.1","127.0.0.1","TCP","144","0.000052000","57285  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732881 TSecr=1426732881"
"3750","0.000402","127.0.0.1","127.0.0.1","TCP","141","0.000291000","57286  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426732881 TSecr=1426732881"
"3758","0.000259","127.0.0.1","127.0.0.1","TCP","143","0.000045000","57287  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732881 TSecr=1426732881"
"3768","0.000243","127.0.0.1","127.0.0.1","TCP","143","0.000044000","57288  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732882 TSecr=1426732882"
"3778","0.000174","127.0.0.1","127.0.0.1","TCP","144","0.000033000","57289  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732882 TSecr=1426732882"
"3788","0.000176","127.0.0.1","127.0.0.1","TCP","144","0.000033000","57290  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1426732882 TSecr=1426732882"
"3798","0.000155","127.0.0.1","127.0.0.1","TCP","141","0.000030000","57291  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=85 TSval=1426732882 TSecr=1426732882"
"3808","0.000189","127.0.0.1","127.0.0.1","TCP","143","0.000045000","57292  >  8082 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1426732882 TSecr=1426732882"
